config,source_article,logical_fallacies,text_vi
edu,This makes you think you need to believe or buy something because everyone else is. Which technique is it?,ad populum,Điều này làm bạn nghĩ rằng mình cần tin hoặc mua thứ gì đó chỉ vì tất cả mọi người đều đang làm vậy. Đó là kỹ thuật gì?
edu,Either go to the party or spend the night in your room crying.,false dilemma,"Hoặc là đi dự tiệc, hoặc là ở trong phòng khóc cả đêm đi."
edu,"""Sir, please let me take the exam. I was late because I need to cook our breakfast and wash the dishes.""",appeal to emotion,"Thưa thầy, xin hãy cho em thi ạ. Em đến muộn vì phải nấu bữa sáng và rửa bát đĩa."
edu,"U.S. Sen. Tom Coburn says that lesbianism is rampant in the Oklahoma schools. This must, indeed, be true, because surely the senator couldn't be mistaken about the schools in his own state.",fallacy of credibility,"Thượng nghị sĩ Mỹ Tom Coburn nói rằng tình trạng đồng tính nữ đang tràn lan ở các trường học tại Oklahoma. Chắc chắn điều này phải đúng, vì một thượng nghị sĩ thì không thể nào nhầm lẫn về các trường học ngay tại bang của mình được."
edu,"All this time that you're telling me to improve, you're being lazy yourself.",ad hominem,"Suốt thời gian anh bắt tôi phải cải thiện bản thân, chính anh cũng đang lười biếng đấy thôi."
edu,"I believe one should never deliberately hurt another person, that’s why I can never be a surgeon.",faulty generalization,"Tôi tin rằng con người không bao giờ nên cố ý làm hại người khác, đó là lý do tại sao tôi không bao giờ có thể trở thành bác sĩ phẫu thuật."
edu,Either you text your friend or you don't have any fun at all.,false dilemma,"Hoặc là bạn nhắn tin cho bạn mình, hoặc là bạn chẳng có tí niềm vui nào cả."
edu,"You ask your mother if you can go to the mall with your friends. She says ""no"". You ask why? She says, ""because I'm the mom and I say so"". This is an example of which logical fallacy?",fallacy of credibility,Bạn xin mẹ cho đi trung tâm thương mại với bạn bè. Mẹ bạn bảo 'không'. Bạn hỏi tại sao? Mẹ bạn nói 'vì mẹ là mẹ và mẹ bảo thế'. Đây là ví dụ của lỗi ngụy biện nào?
edu,"The spider that bit was poison, therefore all spiders are poison.",faulty generalization,"Con nhện cắn tôi có độc, vậy nên tất cả nhện đều có độc."
edu,“Gay marriages are just immoral. 70% of Americans think so!”,ad populum,Hôn nhân đồng giới là vô đạo đức. 70% người Mỹ đều nghĩ vậy mà!
edu,"""You can't give me a D because I'm an A student!""",circular reasoning,Thầy không thể cho em điểm D được vì em là học sinh loại A!
edu,"dude #1: ""I support Black Lives Matter's mission to establish and put into better practice restorative justice...""

dude #2: But don't all lives matter?

dude #1: Of course, but I'm telling you about the mission of BLM.",fallacy of relevance,"Bạn 1: Mình ủng hộ sứ mệnh của BLM trong việc thiết lập và thực hiện công lý phục hồi... Bạn 2: Nhưng chẳng phải mọi mạng sống đều quan trọng sao? Bạn 1: Đương nhiên rồi, nhưng mình đang nói về sứ mệnh cụ thể của BLM."
edu,"I hope the art mural at 34th and Habersham will not be allowed. You open the gate for one, you open it for all and you'll have it all over the city. A person wanting to paint on buildings is nothing more than upscale graffiti. More than likely it will go too far.",faulty generalization,"Tôi hy vọng bức tranh tường ở đường 34 và Habersham sẽ không được phép tồn tại. Mở đường cho một cái là sẽ kéo theo cả lũ, rồi cả thành phố sẽ tràn ngập mấy thứ đó thôi. Vẽ vời lên tòa nhà chẳng qua chỉ là trò vẽ bậy cao cấp. Chắc chắn là nó sẽ đi quá xa đấy."
edu,someone who is poor is more credible than someone who is rich?,fallacy of credibility,Người nghèo thì đáng tin hơn người giàu?
edu,"“Feminists want to ban all pornography and punish everyone who looks at it! But such harsh measures are surely inappropriate, so the feminists are wrong: porn and its fans should be left in peace.”",fallacy of extension,"Những người nữ quyền muốn cấm tiệt phim khiêu dâm và trừng phạt bất cứ ai xem nó! Nhưng những biện pháp hà khắc như vậy rõ ràng là không phù hợp, nên phe nữ quyền sai rồi: cứ để yên cho phim khiêu dâm và fan của nó đi."
edu,"""I have a right to free speech so I can say what I want and you shouldn't try to stop me"" is an example of",circular reasoning,"""Tôi có quyền tự do ngôn luận nên tôi muốn nói gì thì nói, anh không được phép ngăn cản tôi"" là ví dụ của"
edu,"Your sister broke her arm, and then you broke your nose. So you assume that a sibling breaking a bone causes you to break one too.",false causality,"Chị gái bạn bị gãy tay, rồi bạn bị gãy mũi. Thế là bạn suy diễn rằng việc anh chị em trong nhà bị gãy xương sẽ khiến bạn cũng bị gãy xương theo."
edu,Putting teenagers in sex-education classes is like taking an alcoholic to a bar.,fallacy of logic,Cho thanh thiếu niên học giáo dục giới tính cũng giống như dẫn một người nghiện rượu vào quán bar vậy.
edu,Companies that make huge profits must be exploiting their customers because the only way a company could make large profits is by taking advantage of their customers.,circular reasoning,"Những công ty thu lợi nhuận khổng lồ chắc chắn đang bóc lột khách hàng, vì cách duy nhất để một công ty đạt lợi nhuận cao là trục lợi từ họ."
edu,"Evolution cannot be true. If it were true, we’d all be smelly apes.",appeal to emotion,"Thuyết tiến hóa không thể là sự thật. Nếu nó đúng, tất cả chúng ta đã là lũ vượn hôi hám rồi."
edu,"If you drive without car insurance, then you’re an accident waiting to happen.
Stay protected with Auto Union insurance.",false dilemma,"Nếu bạn lái xe mà không có bảo hiểm, bạn chính là một tai nạn chờ chực xảy ra. Hãy bảo vệ mình với bảo hiểm Auto Union."
edu,"At a party you overhear a friend tell her spouse, “I had high blood pressure at the doctor’s office today; I really need to reduce the stress in my job.”",faulty generalization,"Tại một bữa tiệc, bạn nghe thấy một người bạn nói với chồng mình: “Hôm nay ở phòng khám, bác sĩ bảo mình bị cao huyết áp; mình thực sự cần phải giảm bớt căng thẳng trong công việc.”"
edu,"While in math class, the student next to you says “math makes no sense, it can’t be real so I must not need this.” What fallacy did this student commit?",intentional,"Trong giờ toán, đứa ngồi cạnh bạn bảo: “Toán học chẳng có nghĩa lý gì cả, nó không thể là thật nên chắc mình không cần học nó đâu.” Đứa này đã mắc lỗi ngụy biện gì?"
edu,"Atoms are colorless. Cats are made of atoms, so cats are colorless",faulty generalization,"Nguyên tử không có màu sắc. Mèo được cấu tạo từ các nguyên tử, vì vậy mèo không có màu sắc."
edu,"Teachers claim that cell phones distract students, but they only say that because teachers have no lives.",ad hominem,"Các giáo viên cho rằng điện thoại di động làm xao nhãng học sinh, nhưng họ chỉ nói thế vì họ chẳng có đời sống cá nhân gì thôi."
edu,"Look Tom, you could go to the police with your information about our questionable accounting practices here at Bentron. But remember, you have a family to feed. Besides you know how rumors of this kind of disloyalty can spread through the industry. You'll ever work as an accountant in this town again.",appeal to emotion,"Nghe này Tom, cậu có thể báo cảnh sát về những hoạt động kế toán đáng ngờ tại Bentron. Nhưng nhớ là cậu còn gia đình để nuôi đấy. Hơn nữa, cậu thừa biết những tin đồn về sự phản bội như thế này lan nhanh thế nào trong ngành. Cậu sẽ không bao giờ làm kế toán ở cái thị trấn này được nữa đâu."
edu,"Every person who has ever drunk water has died. Therefore, drinking water causes death.",false causality,"Mọi người từng uống nước đều đã qua đời. Vì vậy, uống nước chính là nguyên nhân gây ra cái chết."
edu,Deliberately using a fake issue or argument against someone because it’s easier to prove wrong than the real issue would be,fallacy of extension,Cố tình sử dụng một vấn đề hoặc lập luận giả tạo để chống lại đối phương vì nó dễ bác bỏ hơn là tranh luận vào vấn đề thực sự.
edu,"I did not complete my homework last night? Well, you did not do yours last weak either.",ad hominem,"Tôi không làm bài tập tối qua á? Thế còn bạn, tuần trước bạn cũng có làm đâu."
edu,"Either you love me, or you hate me.",false dilemma,"Hoặc là cậu yêu tớ, hoặc là cậu ghét tớ."
edu,"Although we have proven that the moon is not made of short ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with short ribs.",intentional,"Dù chúng ta đã chứng minh mặt trăng không được làm từ sườn non, nhưng ta vẫn chưa chứng minh được lõi của nó không chứa sườn non; vì vậy, lõi mặt trăng chứa đầy sườn non."
edu,"Jack is a good athlete. Jack comes from Canada. Therefore, all Canadians are good athletes.",faulty generalization,"Jack là một vận động viên giỏi. Jack đến từ Canada. Do đó, tất cả người Canada đều là vận động viên giỏi."
edu,a mad scientist builds a rocket to the sun but plans to embark at night to avoid being cremated.,fallacy of logic,Một nhà khoa học điên chế tạo tên lửa bay đến mặt trời nhưng dự định khởi hành vào ban đêm để tránh bị thiêu cháy.
edu,You should fly an American flag off your front porch. It’s the patriotic thing to do.,ad populum,Bạn nên treo cờ Mỹ ở hiên nhà. Đó mới là việc của một người yêu nước.
edu,"Unfair judgement of people based on looks, belief, or ethnic background.",faulty generalization,"Phán xét bất công đối với con người dựa trên vẻ bề ngoài, niềm tin hoặc nguồn gốc sắc tộc."
edu,If I make an exception for you then I'll have to make an exception for everyone,faulty generalization,Nếu tôi làm ngoại lệ cho bạn thì tôi sẽ phải làm ngoại lệ cho tất cả mọi người.
edu,"My new way of obtaining informed consent helps prevent dropouts. I chose the three therapists in our clinic who had the highest dropout rates and taught them my new informed consent procedure. The first month that they started using it, all three had significantly lower dropout rates.",false causality,"Cách lấy ý kiến đồng thuận mới của tôi giúp ngăn chặn việc bỏ cuộc. Tôi đã chọn ba nhà trị liệu có tỷ lệ bỏ cuộc cao nhất trong phòng khám và dạy họ quy trình mới này. Tháng đầu tiên áp dụng, cả ba đều giảm đáng kể tỷ lệ bỏ cuộc."
edu,"We, the people, are going to work together to achieve justice, unity, and integrity.",appeal to emotion,"Chúng ta, những người dân, sẽ cùng nhau làm việc để đạt được công lý, sự thống nhất và chính trực."
edu,"Oh please, what do you know about labor laws? You don't even have a job.",ad hominem,"Thôi đi, ông biết gì về luật lao động cơ chứ? Đến việc làm ông còn chưa có kìa."
edu,"Tim: Boss, you heard my side of the story why I think Bill should be fired and not me.  Now, I am sure Bill is going to come to you with some pathetic attempt to weasel out of this lie that he has created.
",ad hominem,"Tim: Sếp ơi, sếp đã nghe góc nhìn của em về việc tại sao Bill nên bị sa thải thay vì em rồi đấy. Em tin chắc là Bill lát nữa sẽ tìm đến sếp với mấy cái trò lươn lẹo thảm hại để chối bỏ lời nói dối mà chính cậu ta dựng lên thôi."
edu,You can’t give me a C. I’ll lose my scholarship.,appeal to emotion,Thầy không thể cho em điểm C được. Em sẽ mất học bổng đấy.
edu,"My opponent is an untrustworthy liar and an idiot. Therefore, you should believe me.",ad hominem,"Đối thủ của tôi là một kẻ nói dối không đáng tin và là một thằng ngốc. Vì vậy, các bạn nên tin tôi."
edu,"""In the business meeting, she proposed a new advertising plan for the dog food brand, but I found out she actually hates dogs. How can we trust her advertising skills?""",ad hominem,"Trong cuộc họp kinh doanh, cô ấy đề xuất kế hoạch quảng cáo mới cho hãng thức ăn chó, nhưng tôi phát hiện ra cô ấy thực sự ghét chó. Làm sao chúng ta có thể tin tưởng vào kỹ năng quảng cáo của cô ấy được?"
edu,"I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids.",ad populum,"Chắc tôi phải mua cho con gái 12 tuổi của mình một chiếc iPhone thôi. Ở trường đứa nào cũng có, mà tôi thì muốn con bé hòa nhập với bạn bè."
edu,"The book Investing for Dummies really helped me understand my finances better. The book Chess for Dummies was written by the same author, was published by the same press, and costs about the same amount, so it will probably help me understand my finances, too.",fallacy of logic,"Cuốn sách 'Đầu tư cho người mới bắt đầu' đã giúp tôi hiểu rõ hơn về tài chính cá nhân. Cuốn 'Cờ vua cho người mới bắt đầu' cùng tác giả, cùng nhà xuất bản và có giá ngang nhau, nên chắc nó cũng giúp tôi hiểu về tài chính thôi."
edu,"""Right when I sneezed, the power went off. I must've caused the outage."" Bragged Zohaw.",false causality,"Ngay lúc mình hắt hơi thì điện mất. Chắc chắn là do mình gây ra sự cố rồi, Zohaw tự mãn nói."
edu,We can have Sally as our soldier or we can have Brittany be the queen of the kingdom.,false dilemma,Chúng ta có thể chọn Sally làm lính hoặc chọn Brittany làm nữ hoàng của vương quốc.
edu,"If we legalize marijuana, then more people will try heroin",faulty generalization,"Nếu chúng ta hợp pháp hóa cần sa, thì sẽ có thêm nhiều người thử cả heroin nữa."
edu,"In her paper, Aida states ""Filthy, polluting hummers should be banned.""
Name that fallacy:",circular reasoning,"Trong bài báo của mình, Aida tuyên bố: 'Cần cấm mấy chiếc xe Hummer bẩn thỉu, gây ô nhiễm.' Hãy gọi tên lỗi ngụy biện này:"
edu,The secretary claims that mining is doing more harm than good to the environment and to the people. The pro-mining politicians accused her of being anti-poor who values the life of a tree more than the life of miners whose only source of income is mining.,fallacy of extension,"Cô thư ký khẳng định khai thác mỏ gây hại cho môi trường và con người nhiều hơn là mang lại lợi ích. Các chính trị gia ủng hộ khai thác mỏ cáo buộc cô là kẻ chống lại người nghèo, là người coi trọng cái cây hơn cả mạng sống của những công nhân mỏ vốn chỉ trông chờ vào thu nhập từ công việc này."
edu,"Famous actors like Alex Gonzaga and Philip Salvador support Oplan Tokhang, so it must be an effective operation.",fallacy of credibility,"Những diễn viên nổi tiếng như Alex Gonzaga và Philip Salvador ủng hộ Oplan Tokhang, nên chắc chắn đó phải là một chiến dịch hiệu quả."
edu,AttP 8: everyone having strict controls on firearms except the U.S.,ad populum,AttP 8: mọi quốc gia đều áp dụng kiểm soát súng đạn chặt chẽ ngoại trừ Mỹ.
edu,"All stars are exploding balls of gas.
Miley Cyrus is a star.
Therefore, Miley Cyrus is an exploding ball of gas",equivocation,"Mọi ngôi sao đều là những khối khí phát nổ. Miley Cyrus là một ngôi sao. Vậy nên, Miley Cyrus là một khối khí phát nổ."
edu,"Which fallacy literally means ""He did it himself?""",fallacy of credibility,Lỗi ngụy biện nào có nghĩa đen là 'Chính anh ta đã làm điều đó'?
edu,"""Everytime I wash my car it rains; therefore, washing my car makes it rain.""",false causality,"'Mỗi lần tôi rửa xe là trời lại mưa; vì thế, rửa xe chính là nguyên nhân gây ra mưa.'"
edu,"Pamela says that she thinks that the class should do more service projects. Mark says he can't believe that Pamela doesn't support the annual school dance.
Pamela dice que ella piensa que la clase debería hacer más proyectos de servicio. Mark dice que no puede creer que Pamela no apoye el baile escolar anual",fallacy of extension,Pamela nói rằng cô ấy nghĩ lớp nên thực hiện nhiều dự án phục vụ cộng đồng hơn. Mark nói anh không thể tin là Pamela lại không ủng hộ buổi dạ hội của trường.
edu,"Christina's shoes are superior, because they're made from one hundred percent snakeskin, not synthetic materials.",fallacy of credibility,"Giày của Christina là đỉnh nhất, bởi vì chúng được làm từ da rắn thật một trăm phần trăm chứ không phải vật liệu tổng hợp."
edu,"""Do the best for your baby""  is an example of ...",appeal to emotion,'Hãy dành những điều tốt nhất cho con của bạn' là ví dụ của...
edu,"When Squealer/Napoleon calls Snowball a 'traitor', and 'criminal'",ad hominem,Khi Squealer/Napoleon gán mác Snowball là 'kẻ phản bội' và 'tội phạm'
edu,Don't you want the best for your baby?,appeal to emotion,Chẳng phải bạn muốn điều tốt nhất cho con mình sao?
edu,Fatima sneezed and she caused a tsunami in Tokyo.,false causality,Fatima hắt hơi và cô ấy đã gây ra một cơn sóng thần ở Tokyo.
edu,You can either start using plastic straws or continue killing ocean life with plastic pollution.,false dilemma,"Bạn hoặc là bắt đầu dùng ống hút nhựa, hoặc là tiếp tục hủy hoại sinh vật biển bằng rác thải nhựa."
edu,the best money can buy…  (Don’t mention it’s expensive and often needs repair.),intentional,thứ tốt nhất tiền có thể mua được… (Đừng nhắc đến việc nó đắt đỏ và hay hỏng hóc nhé.)
edu,Mr. Casal is a bad teacher because he stinks.,ad hominem,Ông Casal là giáo viên tồi vì ông ấy có mùi hôi.
edu,"Jill and Jane have some concerns that the rules their sorority has set are racist in character. Since Jill is a decent person, she brings her concerns up in the next meeting. The president of the sorority assures her that there is nothing wrong with the rules, since the majority of the sisters like them. Jane accepts this ruling but Jill decides to leave the sorority.",ad populum,"Jill và Jane lo ngại rằng các quy định của hội nữ sinh mang tính phân biệt chủng tộc. Vì Jill là người tử tế, cô ấy nêu vấn đề này trong cuộc họp. Chủ tịch hội khẳng định không có gì sai với các quy định đó vì đa số các thành viên đều tán thành. Jane chấp nhận kết luận này nhưng Jill quyết định rời hội."
edu,"""I had a bad teacher once; therefore, all teachers must be bad.""",faulty generalization,"""Tôi từng gặp một giáo viên tệ, nên tất cả giáo viên đều tệ cả."""
edu,"Kevin's dog scratched his leg, and that night he had a fever. Kevin concluded that his dog must have infected him with something.",false causality,"Chó của Kevin cào vào chân cậu ấy, và tối đó cậu ấy bị sốt. Kevin kết luận rằng con chó chắc chắn đã lây bệnh gì đó cho cậu."
edu,"There are more laws on the books than ever before, and more crimes are being committed than ever before. Therefore, to reduce crime, we must eliminate the laws.",false causality,"Hiện nay có nhiều luật hơn bao giờ hết, và tỷ lệ tội phạm cũng cao hơn bao giờ hết. Do đó, để giảm tội phạm, chúng ta phải loại bỏ bớt các bộ luật."
edu,"Men score better on math than women do. Jerry is a man. Therefore, Jerry is better at math than Sylvia, who is a woman.",faulty generalization,"Nam giới học toán giỏi hơn nữ giới. Jerry là nam. Suy ra, Jerry giỏi toán hơn Sylvia, một người nữ."
edu,Misrepresenting someone’s argument to make it easier to attack,fallacy of extension,Bóp méo lập luận của người khác để dễ bề công kích
edu,"""You know me - I've taught Sunday School at your church for years, babysat your children, and served as a playground director for many summers - so you know I can run your preschool.""?",fallacy of credibility,"Bạn biết tôi mà - tôi đã dạy trường Chủ nhật tại nhà thờ của bạn bao nhiêu năm, trông trẻ cho bạn, rồi làm quản trò suốt bao mùa hè - nên bạn thừa hiểu tôi đủ năng lực để điều hành trường mầm non của bạn chứ?"
edu,men don’t cry,faulty generalization,đàn ông không được khóc
edu,A real estate ad shows a happy family moving in to the home of their dreams.,appeal to emotion,Một quảng cáo bất động sản vẽ ra viễn cảnh gia đình hạnh phúc đang dọn vào căn nhà mơ ước của họ.
edu,"God did not create the world six thousand years ago because matter has always existed, and therefore the world has always existed.",circular reasoning,"Chúa không tạo ra thế giới cách đây sáu nghìn năm vì vật chất vốn dĩ luôn tồn tại, do đó thế giới này đã luôn tồn tại từ trước đến nay."
edu,"It's common sense that if you smack your children, they will stop the bad behavior. So don't tell me not to hit my kids.",intentional,"Chuyện hiển nhiên là nếu ông đánh con, tụi nó sẽ chừa thói hư tật xấu. Nên đừng có mà bảo tôi đừng đánh con mình."
edu,"BILL CLINTON: But when Joe McCarthy went around this country attacking people’s patriotism, he was wrong. He was wrong. And a senator from Connecticut stood up to him named Prescott Bush. Your father was right to stand up to Joe McCarthy, you were wrong to attack my patriotism. I was opposed to the war but I loved my country… Debate 1,
October 11, 1992
St. Louis, Missouri
What logical fallacy did Clinton’s statement employ?",ad hominem,"BILL CLINTON: Nhưng khi Joe McCarthy đi khắp đất nước này để tấn công lòng yêu nước của người khác, ông ta đã sai. Ông ta sai. Và một thượng nghị sĩ từ Connecticut đã đứng lên chống lại ông ta tên là Prescott Bush. Cha của bạn đã đúng khi đứng lên chống lại Joe McCarthy, còn bạn thì sai khi tấn công lòng yêu nước của tôi. Tôi phản đối chiến tranh nhưng tôi vẫn yêu đất nước mình… (Tranh luận 1, 11/10/1992, St. Louis, Missouri. Phát biểu của Clinton mắc lỗi logic gì?)"
edu,"""Every time I go to sleep the sun goes down. Therefore, my sleeping causes the sun to set.""",false causality,"Mỗi lần tôi đi ngủ thì mặt trời lặn. Suy ra, việc tôi ngủ khiến mặt trời lặn."
edu,If I don't get this 5 point assignment done then I will fall behind in my grade and will get backed up so I can't get my other assignment done. Then I will fail the class and turn to a life of crime.,faulty generalization,"Nếu tôi không làm xong bài tập 5 điểm này thì tôi sẽ bị tụt lại phía sau, dẫn đến dồn ứ công việc khiến tôi không thể hoàn thành các bài tập khác. Sau đó tôi sẽ trượt môn rồi sa ngã vào con đường tội lỗi."
edu,Presents only two choices when more options exist,false dilemma,Chỉ đưa ra hai lựa chọn trong khi thực tế còn nhiều phương án khác.
edu,"If we keep kids from enjoying recess, eventually they will never want to preserve nature.",faulty generalization,"Nếu chúng ta không cho trẻ em chơi đùa ngoài trời, dần dần chúng sẽ chẳng bao giờ muốn bảo vệ thiên nhiên nữa."
edu,What’s the point of making drinking illegal under the age of 21?  Kids still manage to get alcohol.,intentional,Quy định cấm rượu dưới 21 tuổi để làm gì cơ chứ? Trẻ con vẫn tìm cách uống được thôi.
edu,"""Cars cause more deaths than firearms do, so if we ban firearms we should also ban cars.""",fallacy of logic,"Ô tô gây ra nhiều cái chết hơn súng đạn, nên nếu chúng ta cấm súng thì cũng nên cấm luôn ô tô."
edu,"""You will never be satisfied in life if you don’t seize this opportunity. Do you want to live the rest of your years yearning to know what would have happened if you just jumped when you had the chance?"" Which appeal is the primary appeal used in this quote?",appeal to emotion,Bạn sẽ không bao giờ thỏa mãn với cuộc đời nếu không chớp lấy cơ hội này. Bạn muốn sống những năm tháng còn lại trong nuối tiếc vì đã không thử khi có cơ hội sao? Đây là kiểu lập luận nào?
edu,SM 3: Polls concerning global warming,ad populum,Diễn giải 3: Các cuộc thăm dò ý kiến về nóng lên toàn cầu.
edu,Everybody loves Raymond because he is so popular. Popular people are loved by everybody.,circular reasoning,Mọi người đều yêu quý Raymond vì anh ấy rất nổi tiếng. Những người nổi tiếng thì ai cũng yêu quý.
edu,Everyone does it.  You should too.,ad populum,"Ai cũng làm thế cả, bạn cũng nên làm vậy đi."
edu,"""She's such a mean teacher and person – that's why she wouldn't raise my grade ONE percent!""",ad hominem,"Cô ấy là một giáo viên và một con người tồi tệ, đó là lý do tại sao cô ấy không chịu nâng cho tôi dù chỉ một phần trăm điểm!"
edu,"The officer told me to freeze but it was too hot out to be freezing, so I was justified in running away.",equivocation,"Viên cảnh sát bảo tôi đứng yên (freeze), nhưng thời tiết lúc đó nóng thế này làm sao mà đóng băng (freeze) được, nên việc tôi bỏ chạy là hoàn toàn có lý."
edu,"All boys are sports fans.
Some bakers are boys.
Therefore, some bakers are not sports fans.",fallacy of logic,"Tất cả con trai đều là fan thể thao. Một vài thợ làm bánh là con trai. Suy ra, một vài thợ làm bánh không phải là fan thể thao."
edu,"You can buy the new Sensitivity perfume, or you can smell bad all day.",false dilemma,"Bạn có thể mua nước hoa Sensitivity mới, hoặc là bạn phải chịu cảnh hôi hám cả ngày."
edu,Appealing to popularity or the fact that many people do something as an attempted form of validation,ad populum,Dựa dẫm vào tính phổ biến hoặc việc nhiều người làm một điều gì đó để coi như một hình thức kiểm chứng.
edu,“Police officers agree that Blackjack Steering Wheel Locks are the most effective deterrent against car theft.”,fallacy of credibility,“Cảnh sát đồng ý rằng khóa vô lăng Blackjack là biện pháp ngăn chặn trộm xe hiệu quả nhất.”
edu,Mr. Casal was very tired because he had no energy.,circular reasoning,Ông Casal rất mệt vì ông ấy không có tí năng lượng nào.
edu,"I like my steak rare. But I don’t care for aardvark steak, even though it’s the rarest steak in the world.",equivocation,"Tôi thích bít tết tái. Nhưng tôi chẳng mặn mà với bít tết thú ăn kiến, mặc dù đó là loại bít tết hiếm nhất thế giới."
edu,Habib didn't remember to take out the trash this morning. It will pile up and the neighbors will complain and the health inspectors will come and take away the kids.,faulty generalization,"Habib đã quên đổ rác sáng nay. Rác sẽ chất đống, hàng xóm sẽ phàn nàn, thanh tra y tế sẽ đến và mang bọn trẻ đi mất."
edu,The music industry must either raise album prices or reduce pay for technicians and producers.,false dilemma,Ngành công nghiệp âm nhạc phải tăng giá album hoặc cắt giảm lương của kỹ thuật viên và nhà sản xuất.
edu,"Primitive people believed in gods to explain natural phenomena. We have science, and are not primitive anymore. Therefore, there is no God.",ad hominem,"Người nguyên thủy tin vào các vị thần để giải thích các hiện tượng tự nhiên. Chúng ta đã có khoa học và không còn là người nguyên thủy nữa. Vì vậy, không có Chúa."
edu,"Either you can save your money to buy a new car for yourself, or you can just take an Uber around for the rest of your life.",false dilemma,"Bạn có thể để dành tiền mua một chiếc xe hơi mới, hoặc bạn cứ đi Uber cả đời đi."
edu,Why did the blond cross the road?  Because she saw a shoe sale!,faulty generalization,Tại sao cô nàng tóc vàng lại băng qua đường? Vì cô ấy thấy một đợt giảm giá giày!
edu,"You cannot blame your friends for a rain delay just because every time they go with you to a ballgame it storms and
play is delayed. Likewise, the fact that a pitcher bought new socks before he pitched a winning game does not mean that new
socks cause a pitcher to throw faster.",false causality,"Bạn không thể đổ lỗi cho bạn bè vì trận đấu bị hoãn do mưa chỉ vì lần nào đi cùng họ trời cũng đổ mưa. Tương tự, việc một cầu thủ ném bóng mua đôi tất mới trước trận thắng không có nghĩa là đôi tất mới giúp anh ta ném bóng nhanh hơn."
edu,"The phrase, ""Almost everyone that was asked said that McDonalds is better than Burger King, so it must be true,"" represents which fallacy?",ad populum,"Cụm từ ""Hầu hết mọi người được hỏi đều nói McDonald's ngon hơn Burger King, nên chắc chắn đó là sự thật"" thuộc loại ngụy biện nào?"
edu,"The school is in bad shape. Either we tear it down and put up a new building, or we continue to risk students’ safety. Obviously, we shouldn’t risk anyone’s safety, so we must tear the building down.”",false dilemma,"Trường học đang trong tình trạng tồi tệ. Hoặc là chúng ta phá bỏ nó để xây tòa nhà mới, hoặc là tiếp tục đặt sự an toàn của học sinh vào vòng nguy hiểm. Rõ ràng là chúng ta không nên mạo hiểm sự an toàn của bất kỳ ai, nên chúng ta bắt buộc phải phá bỏ tòa nhà đó."
edu,"Employees are like nails. Just as nails must be hit in the head in order to make them work, so must employees.",fallacy of logic,"Nhân viên cũng giống như cái đinh vậy. Giống như đinh phải bị đóng vào đầu mới chịu làm việc, nhân viên cũng phải bị ép buộc như thế."
edu,"""Good morning! Have you gotten over the grouchy mood you were in?""",intentional,Chào buổi sáng! Cậu đã hết tâm trạng cáu bẳn hôm qua chưa đấy?
edu,"Dean, the company you work for just filed for bankruptcy! How can I trust you with our money?",faulty generalization,"Dean này, công ty anh vừa tuyên bố phá sản đấy! Sao tôi có thể tin tưởng giao tiền của chúng tôi cho anh được chứ?"
edu,The house is white; therefore it must be big,fallacy of logic,Căn nhà đó có màu trắng; do đó nó hẳn phải là một căn nhà lớn.
edu,This seat belt ad is using which type of persuasive appeal? It has a picture which might make people feel sad.,appeal to emotion,Quảng cáo thắt dây an toàn này đang sử dụng loại hình thuyết phục nào vậy? Nó có một hình ảnh có thể khiến người xem cảm thấy buồn bã.
edu,"Mom: (looking at report card) How do you have an F in English?!
Son: I don’t know.  Did you see that loaded the dishwasher?  I was about to go mow the lawn.  Need me to do anything else?",fallacy of relevance,Mẹ: (nhìn vào bảng điểm) Sao con lại bị điểm F môn Tiếng Anh hả?! Con: Con không biết nữa. Mẹ có thấy con đã xếp bát đĩa vào máy rửa chưa? Con đang định đi cắt cỏ đây. Mẹ có cần con làm gì nữa không?
edu,A smoke screen to cover the truth; a clue that is misleading or distracting.,fallacy of relevance,Một màn khói che đậy sự thật; manh mối gây lạc hướng hoặc xao nhãng.
edu,"President Clinton being a moral man, being married and loving his daughter; talking about the Bible; going to church",intentional,"Tổng thống Clinton là người có đạo đức, yêu thương vợ con; hay nhắc đến Kinh Thánh; thường đi nhà thờ."
edu,Asking a respected scientist to weigh in on matters of economics is what fallacy?,fallacy of credibility,Việc nhờ một nhà khoa học uy tín đưa ra ý kiến về vấn đề kinh tế là loại ngụy biện nào?
edu,We think that Malltime will be a success because all little girls like shopping.,faulty generalization,Chúng tôi tin Malltime sẽ thành công vì mọi cô bé đều thích mua sắm.
edu,Evolution is the idea that humans come from pond scum.,appeal to emotion,Thuyết tiến hóa là ý tưởng cho rằng con người xuất thân từ váng bùn trong ao.
edu,Katie likes to read and would rather do that than play sports. Her friends make fun of her and tell her that reading is for nerds. Katie stops reading so much and starts to play sports more.,ad populum,Katie thích đọc sách hơn là chơi thể thao. Bạn bè trêu chọc cô ấy và bảo rằng đọc sách là dành cho mấy đứa mọt sách. Katie bèn bớt đọc sách lại và bắt đầu chơi thể thao nhiều hơn.
