topic,argument,key_point,stance,label
The vow of celibacy should be abandoned,we should not abandon the vow of celibacy because it is a centuries old custom that is seen as sacred and holy.,Celibacy allows a priest to focus on God,-1,0
The vow of celibacy should be abandoned,we should not abandon the vow of celibacy because it is a centuries old custom that is seen as sacred and holy.,Priests choose to be celibates,-1,0
The vow of celibacy should be abandoned,we should not abandon the vow of celibacy because it is a centuries old custom that is seen as sacred and holy.,Religious experiences and traditions should be maintained,-1,1
The vow of celibacy should be abandoned,we should not abandon the vow of celibacy because it is a centuries old custom that is seen as sacred and holy.,Removing celibacy could lead to sexually reckless acts,-1,0
The vow of celibacy should be abandoned,"we should not abandon the vow of celibacy, to some religious clergy it is a fundamental part of their faith and it ought to be their choice to make this commitment",Celibacy allows a priest to focus on God,-1,0
The vow of celibacy should be abandoned,"we should not abandon the vow of celibacy, to some religious clergy it is a fundamental part of their faith and it ought to be their choice to make this commitment",Celibacy is a strong religious belief,-1,1
The vow of celibacy should be abandoned,"we should not abandon the vow of celibacy, to some religious clergy it is a fundamental part of their faith and it ought to be their choice to make this commitment",Celibacy makes the priests to be perceived as holy,-1,0
The vow of celibacy should be abandoned,"we should not abandon the vow of celibacy, to some religious clergy it is a fundamental part of their faith and it ought to be their choice to make this commitment",Religious experiences and traditions should be maintained,-1,0
The vow of celibacy should be abandoned,"we should not abandon the vow of celibacy, to some religious clergy it is a fundamental part of their faith and it ought to be their choice to make this commitment",Removing celibacy could lead to sexually reckless acts,-1,0
The vow of celibacy should be abandoned,"we shouldn't ban celiebcay because someone might not be interested in sex and it could force them into doing something that they might not want to do,",Celibacy allows a priest to focus on God,-1,0
The vow of celibacy should be abandoned,"we shouldn't ban celiebcay because someone might not be interested in sex and it could force them into doing something that they might not want to do,",Celibacy is a strong religious belief,-1,0
The vow of celibacy should be abandoned,"we shouldn't ban celiebcay because someone might not be interested in sex and it could force them into doing something that they might not want to do,",Celibacy makes the priests to be perceived as holy,-1,0
The vow of celibacy should be abandoned,"we shouldn't ban celiebcay because someone might not be interested in sex and it could force them into doing something that they might not want to do,",Priests choose to be celibates,-1,0
The vow of celibacy should be abandoned,"we shouldn't ban celiebcay because someone might not be interested in sex and it could force them into doing something that they might not want to do,",Religious experiences and traditions should be maintained,-1,0
The vow of celibacy should be abandoned,When someone becomes a nun or priest they should wholly devote themselves to God only.,Celibacy allows a priest to focus on God,-1,1
The vow of celibacy should be abandoned,When someone becomes a nun or priest they should wholly devote themselves to God only.,Celibacy is a strong religious belief,-1,0
The vow of celibacy should be abandoned,When someone becomes a nun or priest they should wholly devote themselves to God only.,Celibacy makes the priests to be perceived as holy,-1,0
The vow of celibacy should be abandoned,When someone becomes a nun or priest they should wholly devote themselves to God only.,Priests choose to be celibates,-1,0
The vow of celibacy should be abandoned,When someone becomes a nun or priest they should wholly devote themselves to God only.,Religious experiences and traditions should be maintained,-1,0
The vow of celibacy should be abandoned,When someone becomes a nun or priest they should wholly devote themselves to God only.,Removing celibacy could lead to sexually reckless acts,-1,0
The vow of celibacy should be abandoned,"with the many number of sexual abuse cases out there, the vow of celibacy has already been broken.",Celibacy is too pressuring/diffcult,1,0
The vow of celibacy should be abandoned,"with the many number of sexual abuse cases out there, the vow of celibacy has already been broken.",Celibacy is unhealthy/unnatural,1,0
The vow of celibacy should be abandoned,"with the many number of sexual abuse cases out there, the vow of celibacy has already been broken.",Celibacy reduces the pool of people wanting to become priests,1,0
The vow of celibacy should be abandoned,"with the sexual revolution, the vow of celibacy is outdated and has little value in today's society.",Celibacy is outdated,1,1
The vow of celibacy should be abandoned,"with the sexual revolution, the vow of celibacy is outdated and has little value in today's society.",Celibacy is too pressuring/diffcult,1,0
The vow of celibacy should be abandoned,"with the sexual revolution, the vow of celibacy is outdated and has little value in today's society.",Celibacy is unhealthy/unnatural,1,0
The vow of celibacy should be abandoned,"with the sexual revolution, the vow of celibacy is outdated and has little value in today's society.",Celibacy leads to wrong sexual behaviour,1,0
The vow of celibacy should be abandoned,"with the sexual revolution, the vow of celibacy is outdated and has little value in today's society.",Celibacy reduces the pool of people wanting to become priests,1,0
We should abandon marriage,"""marriage"" isn't keeping up with the times. abandon the old thinking and bring something that incorporates all unions - not just those with a man and woman.",Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,"""marriage"" isn't keeping up with the times. abandon the old thinking and bring something that incorporates all unions - not just those with a man and woman.",Marriages are unstable,1,0
We should abandon marriage,"""marriage"" isn't keeping up with the times. abandon the old thinking and bring something that incorporates all unions - not just those with a man and woman.",Marriages tie up people with unfair obligations,1,0
We should abandon marriage,"A couple doesn't have to bind themselves legally to one another, by marrying, to prove their love.",Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,"A couple doesn't have to bind themselves legally to one another, by marrying, to prove their love.",Marriages are unstable,1,0
We should abandon marriage,"A couple doesn't have to bind themselves legally to one another, by marrying, to prove their love.",Marriages tie up people with unfair obligations,1,0
We should abandon marriage,"A couple doesn't have to bind themselves legally to one another, by marrying, to prove their love.",Most of the advantages of marriage are achieved by a monogamous relationship,1,1
We should abandon marriage,"a marriage is a piece of paper, nothing more.",Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,"a marriage is a piece of paper, nothing more.",Marriages are unstable,1,0
We should abandon marriage,"a marriage is a piece of paper, nothing more.",Marriages tie up people with unfair obligations,1,0
We should abandon marriage,a piece of paper does not keep people together,Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,a piece of paper does not keep people together,Marriages tie up people with unfair obligations,1,0
We should abandon marriage,a piece of paper does not keep people together,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,a research carried out on a selected group of unmarried and divorced women found out that they preferred a lone life than an abusive marriage.,Marriages are unstable,1,0
We should abandon marriage,a research carried out on a selected group of unmarried and divorced women found out that they preferred a lone life than an abusive marriage.,Marriages tie up people with unfair obligations,1,0
We should abandon marriage,a research carried out on a selected group of unmarried and divorced women found out that they preferred a lone life than an abusive marriage.,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,"as society and values change, marriage is no longer as popular as it once was and divorce rates continue to climb.",Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,"as society and values change, marriage is no longer as popular as it once was and divorce rates continue to climb.",Marriages are unstable,1,1
We should abandon marriage,"as society and values change, marriage is no longer as popular as it once was and divorce rates continue to climb.",Marriages tie up people with unfair obligations,1,0
We should abandon marriage,"as society and values change, marriage is no longer as popular as it once was and divorce rates continue to climb.",Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,"by adopting such practice we can get rid of all the burdens associate with marriage like financial, legal and social obligations.",Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,"by adopting such practice we can get rid of all the burdens associate with marriage like financial, legal and social obligations.",Marriages are unstable,1,0
We should abandon marriage,"by adopting such practice we can get rid of all the burdens associate with marriage like financial, legal and social obligations.",Marriages tie up people with unfair obligations,1,1
We should abandon marriage,"by adopting such practice we can get rid of all the burdens associate with marriage like financial, legal and social obligations.",Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,children from parents who are committed to each other grow up to be more well adjusted,Marriage benefits children,-1,1
We should abandon marriage,children from parents who are committed to each other grow up to be more well adjusted,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
We should abandon marriage,children from parents who are committed to each other grow up to be more well adjusted,Marriage makes people happy,-1,0
We should abandon marriage,children from parents who are committed to each other grow up to be more well adjusted,Marriage makes the couple closer,-1,0
We should abandon marriage,children from parents who are committed to each other grow up to be more well adjusted,Marriage provides important financial benefits,-1,0
We should abandon marriage,children have better outcomes in life when their parents are married,Marriage benefits children,-1,1
We should abandon marriage,children have better outcomes in life when their parents are married,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
We should abandon marriage,children have better outcomes in life when their parents are married,Marriage makes people happy,-1,0
We should abandon marriage,children have better outcomes in life when their parents are married,Marriage makes the couple closer,-1,0
We should abandon marriage,children have better outcomes in life when their parents are married,Marriage provides important financial benefits,-1,0
We should abandon marriage,committment and stability are important in the lives of children and marriage provides these qualities,Marriage benefits children,-1,1
We should abandon marriage,committment and stability are important in the lives of children and marriage provides these qualities,Marriage makes people happy,-1,0
We should abandon marriage,committment and stability are important in the lives of children and marriage provides these qualities,Marriage makes the couple closer,-1,0
We should abandon marriage,committment and stability are important in the lives of children and marriage provides these qualities,Marriage provides important financial benefits,-1,0
We should abandon marriage,cultural and historical norms associated with weddings are outdated and became a distressing ordeal,Marriages are unstable,1,0
We should abandon marriage,cultural and historical norms associated with weddings are outdated and became a distressing ordeal,Marriages tie up people with unfair obligations,1,0
We should abandon marriage,cultural and historical norms associated with weddings are outdated and became a distressing ordeal,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,"Even if individuals get divorced, the harms of an unsuccessful marriage are no worse inherently than the harms of ending a long term relationship, and therefore there is no pragmatic reason to abandon marriage.",Marriage benefits children,-1,0
We should abandon marriage,"Even if individuals get divorced, the harms of an unsuccessful marriage are no worse inherently than the harms of ending a long term relationship, and therefore there is no pragmatic reason to abandon marriage.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
We should abandon marriage,"Even if individuals get divorced, the harms of an unsuccessful marriage are no worse inherently than the harms of ending a long term relationship, and therefore there is no pragmatic reason to abandon marriage.",Marriage makes people happy,-1,0
We should abandon marriage,"Even if individuals get divorced, the harms of an unsuccessful marriage are no worse inherently than the harms of ending a long term relationship, and therefore there is no pragmatic reason to abandon marriage.",Marriage makes the couple closer,-1,0
We should abandon marriage,"Even if individuals get divorced, the harms of an unsuccessful marriage are no worse inherently than the harms of ending a long term relationship, and therefore there is no pragmatic reason to abandon marriage.",Marriage provides important financial benefits,-1,0
We should abandon marriage,"Even with high rates of divorce, married couples and the children of married parents ultimately have more stable and emotionally healthy lives than their unmarried counterparts.",Marriage benefits children,-1,1
We should abandon marriage,"Even with high rates of divorce, married couples and the children of married parents ultimately have more stable and emotionally healthy lives than their unmarried counterparts.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
We should abandon marriage,"Even with high rates of divorce, married couples and the children of married parents ultimately have more stable and emotionally healthy lives than their unmarried counterparts.",Marriage makes people happy,-1,0
We should abandon marriage,"Even with high rates of divorce, married couples and the children of married parents ultimately have more stable and emotionally healthy lives than their unmarried counterparts.",Marriage provides important financial benefits,-1,0
We should abandon marriage,far too many marriages dissolve before the death of either individual; we might as well get rid of marriages entirely.,Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,far too many marriages dissolve before the death of either individual; we might as well get rid of marriages entirely.,Marriages are unstable,1,1
We should abandon marriage,far too many marriages dissolve before the death of either individual; we might as well get rid of marriages entirely.,Marriages tie up people with unfair obligations,1,0
We should abandon marriage,far too many marriages dissolve before the death of either individual; we might as well get rid of marriages entirely.,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,"far too many marriages end now in divorce, or worse; civil unions offer almost the same benefits as marriage anyway.",Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,"far too many marriages end now in divorce, or worse; civil unions offer almost the same benefits as marriage anyway.",Marriages tie up people with unfair obligations,1,0
We should abandon marriage,fifty percent of marriages end in divorce which is letting us know that the idea of marriage as lifelong is no longer realistic,Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,fifty percent of marriages end in divorce which is letting us know that the idea of marriage as lifelong is no longer realistic,Marriages are unstable,1,1
We should abandon marriage,fifty percent of marriages end in divorce which is letting us know that the idea of marriage as lifelong is no longer realistic,Marriages tie up people with unfair obligations,1,0
We should abandon marriage,fifty percent of marriages end in divorce which is letting us know that the idea of marriage as lifelong is no longer realistic,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,getting marriage is very expensive and divorce can be very expensive too.,Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,getting marriage is very expensive and divorce can be very expensive too.,Marriages are unstable,1,0
We should abandon marriage,getting marriage is very expensive and divorce can be very expensive too.,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,humans are social creatures and marriages enable them to have fulfilling long lives,Marriage benefits children,-1,0
We should abandon marriage,humans are social creatures and marriages enable them to have fulfilling long lives,Marriage provides important financial benefits,-1,0
We should abandon marriage,"i don't think we should abandon marriage, those that are happily married tend to live very long.",Marriage benefits children,-1,0
We should abandon marriage,"i don't think we should abandon marriage, those that are happily married tend to live very long.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
We should abandon marriage,"i don't think we should abandon marriage, those that are happily married tend to live very long.",Marriage makes people happy,-1,1
We should abandon marriage,"i don't think we should abandon marriage, those that are happily married tend to live very long.",Marriage makes the couple closer,-1,0
We should abandon marriage,"i don't think we should abandon marriage, those that are happily married tend to live very long.",Marriage provides important financial benefits,-1,0
We should abandon marriage,if people want to get married it is their choice,Marriage benefits children,-1,0
We should abandon marriage,if people want to get married it is their choice,Marriage makes people happy,-1,0
We should abandon marriage,if people want to get married it is their choice,Marriage makes the couple closer,-1,0
We should abandon marriage,if people want to get married it is their choice,Marriage provides important financial benefits,-1,0
We should abandon marriage,if two people wish to marry they should be allowed to do so.,Marriage benefits children,-1,0
We should abandon marriage,if two people wish to marry they should be allowed to do so.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
We should abandon marriage,if two people wish to marry they should be allowed to do so.,Marriage makes people happy,-1,0
We should abandon marriage,if two people wish to marry they should be allowed to do so.,Marriage makes the couple closer,-1,0
We should abandon marriage,if two people wish to marry they should be allowed to do so.,Marriage provides important financial benefits,-1,0
We should abandon marriage,It is a couple's right - not the government's - to choose whether or not they wish to have a wedding ceremony/reception.,Marriage benefits children,-1,0
We should abandon marriage,It is a couple's right - not the government's - to choose whether or not they wish to have a wedding ceremony/reception.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
We should abandon marriage,It is a couple's right - not the government's - to choose whether or not they wish to have a wedding ceremony/reception.,Marriage makes people happy,-1,0
We should abandon marriage,It is a couple's right - not the government's - to choose whether or not they wish to have a wedding ceremony/reception.,Marriage makes the couple closer,-1,0
We should abandon marriage,It is a couple's right - not the government's - to choose whether or not they wish to have a wedding ceremony/reception.,Marriage provides important financial benefits,-1,0
We should abandon marriage,it provides a stable environment for children,Marriage benefits children,-1,1
We should abandon marriage,it provides a stable environment for children,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
We should abandon marriage,it provides a stable environment for children,Marriage makes people happy,-1,0
We should abandon marriage,it provides a stable environment for children,Marriage makes the couple closer,-1,0
We should abandon marriage,it provides a stable environment for children,Marriage provides important financial benefits,-1,0
We should abandon marriage,it's just apiece of paper and in this age it doesn't mean too much.,Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,it's just apiece of paper and in this age it doesn't mean too much.,Marriages are unstable,1,0
We should abandon marriage,it's just apiece of paper and in this age it doesn't mean too much.,Marriages tie up people with unfair obligations,1,0
We should abandon marriage,marriage allows the legality of a spouse to be able to obtain medical information in the instance that a spouse is sick and/or hospitalized as well as acces to healthcare under a spouse's coverage plan.,Marriage benefits children,-1,0
We should abandon marriage,marriage allows the legality of a spouse to be able to obtain medical information in the instance that a spouse is sick and/or hospitalized as well as acces to healthcare under a spouse's coverage plan.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
We should abandon marriage,marriage allows the legality of a spouse to be able to obtain medical information in the instance that a spouse is sick and/or hospitalized as well as acces to healthcare under a spouse's coverage plan.,Marriage makes people happy,-1,0
We should abandon marriage,marriage allows the legality of a spouse to be able to obtain medical information in the instance that a spouse is sick and/or hospitalized as well as acces to healthcare under a spouse's coverage plan.,Marriage makes the couple closer,-1,0
We should abandon marriage,marriage allows the legality of a spouse to be able to obtain medical information in the instance that a spouse is sick and/or hospitalized as well as acces to healthcare under a spouse's coverage plan.,Marriage provides important financial benefits,-1,1
We should abandon marriage,"marriage and the accompanying wedding imposes massive financial hardship at the start of a relationship, often contributing to its eventual dissolution.",Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,"marriage and the accompanying wedding imposes massive financial hardship at the start of a relationship, often contributing to its eventual dissolution.",Marriages tie up people with unfair obligations,1,1
We should abandon marriage,"marriage and the accompanying wedding imposes massive financial hardship at the start of a relationship, often contributing to its eventual dissolution.",Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,"Marriage as a social institution is based on outdated notions of exchanging property and other resources in order to purchase or take ownership over a woman, and these practices should be abandoned.",Marriage preserves norms that are harmful for women,1,1
We should abandon marriage,"Marriage as a social institution is based on outdated notions of exchanging property and other resources in order to purchase or take ownership over a woman, and these practices should be abandoned.",Marriages are unstable,1,0
We should abandon marriage,"Marriage as a social institution is based on outdated notions of exchanging property and other resources in order to purchase or take ownership over a woman, and these practices should be abandoned.",Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,marriage between two people creates a committed union forming the basis of a strong and secure union that is a safe setting to nurture children. it is a statement to the world of a bond between two peoples.,Marriage benefits children,-1,1
We should abandon marriage,marriage between two people creates a committed union forming the basis of a strong and secure union that is a safe setting to nurture children. it is a statement to the world of a bond between two peoples.,Marriage makes people happy,-1,0
We should abandon marriage,marriage between two people creates a committed union forming the basis of a strong and secure union that is a safe setting to nurture children. it is a statement to the world of a bond between two peoples.,Marriage provides important financial benefits,-1,0
We should abandon marriage,marriage can be difficult to dissolve if the relationship breaks down. without marriage the couple will be able to get on with their separate lives much quicker.,Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,marriage can be difficult to dissolve if the relationship breaks down. without marriage the couple will be able to get on with their separate lives much quicker.,Marriages tie up people with unfair obligations,1,1
We should abandon marriage,marriage can be difficult to dissolve if the relationship breaks down. without marriage the couple will be able to get on with their separate lives much quicker.,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,Marriage can extend the time that couples stay together in a bad or unhealthy relationship because they fear the stigma of a divorce.,Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,Marriage can extend the time that couples stay together in a bad or unhealthy relationship because they fear the stigma of a divorce.,Marriages are unstable,1,0
We should abandon marriage,Marriage can extend the time that couples stay together in a bad or unhealthy relationship because they fear the stigma of a divorce.,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,"Marriage ceremonies/wedding receptions can be incredibly expensive for both attendees and hosts. The money spent on weddings could be better used elsewhere, such as towards a couple's new home, or for some charitable cause.",Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,"Marriage ceremonies/wedding receptions can be incredibly expensive for both attendees and hosts. The money spent on weddings could be better used elsewhere, such as towards a couple's new home, or for some charitable cause.",Marriages are unstable,1,0
We should abandon marriage,"Marriage ceremonies/wedding receptions can be incredibly expensive for both attendees and hosts. The money spent on weddings could be better used elsewhere, such as towards a couple's new home, or for some charitable cause.",Marriages tie up people with unfair obligations,1,0
We should abandon marriage,"Marriage ceremonies/wedding receptions can be incredibly expensive for both attendees and hosts. The money spent on weddings could be better used elsewhere, such as towards a couple's new home, or for some charitable cause.",Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,marriage comes with an unrealistic expectation that partners be compatible for life.,Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,marriage comes with an unrealistic expectation that partners be compatible for life.,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,"marriage contributes a solild framework and structure to a relationship, gives legal representation and stability.",Marriage benefits children,-1,0
We should abandon marriage,"marriage contributes a solild framework and structure to a relationship, gives legal representation and stability.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,"marriage contributes a solild framework and structure to a relationship, gives legal representation and stability.",Marriage makes people happy,-1,0
We should abandon marriage,"marriage contributes a solild framework and structure to a relationship, gives legal representation and stability.",Marriage makes the couple closer,-1,0
We should abandon marriage,"marriage costs people thousands, only for them to divorce again later in most cases nowadays. if marriage was abandoned people would save a fortune.",Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,"marriage costs people thousands, only for them to divorce again later in most cases nowadays. if marriage was abandoned people would save a fortune.",Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,marriage does not define the love people have for one another,Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,marriage does not define the love people have for one another,Marriages are unstable,1,0
We should abandon marriage,marriage does not define the love people have for one another,Marriages tie up people with unfair obligations,1,0
We should abandon marriage,Marriage has been the foundation of the family unit for ages and abandoning it would contribute to the breakup of society.,Marriage benefits children,-1,0
We should abandon marriage,Marriage has been the foundation of the family unit for ages and abandoning it would contribute to the breakup of society.,Marriage makes people happy,-1,0
We should abandon marriage,Marriage has been the foundation of the family unit for ages and abandoning it would contribute to the breakup of society.,Marriage makes the couple closer,-1,0
We should abandon marriage,Marriage has been the foundation of the family unit for ages and abandoning it would contribute to the breakup of society.,Marriage provides important financial benefits,-1,0
We should abandon marriage,marriage has important religious groundings and we should not forbid people from following and adhering to their faith.,Marriage benefits children,-1,0
We should abandon marriage,marriage has important religious groundings and we should not forbid people from following and adhering to their faith.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage has important religious groundings and we should not forbid people from following and adhering to their faith.,Marriage makes people happy,-1,0
We should abandon marriage,marriage has important religious groundings and we should not forbid people from following and adhering to their faith.,Marriage makes the couple closer,-1,0
We should abandon marriage,marriage has important religious groundings and we should not forbid people from following and adhering to their faith.,Marriage provides important financial benefits,-1,0
We should abandon marriage,marriage has roots in patriarchy and misogyny therefore it is time to move on to a new system.,Marriage preserves norms that are harmful for women,1,1
We should abandon marriage,marriage has roots in patriarchy and misogyny therefore it is time to move on to a new system.,Marriages are unstable,1,0
We should abandon marriage,marriage has roots in patriarchy and misogyny therefore it is time to move on to a new system.,Marriages tie up people with unfair obligations,1,0
We should abandon marriage,marriage has roots in patriarchy and misogyny therefore it is time to move on to a new system.,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,marriage helps to ensure the both parties and their children receive the support that is needed in life.,Marriage benefits children,-1,1
We should abandon marriage,marriage helps to ensure the both parties and their children receive the support that is needed in life.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
We should abandon marriage,marriage helps to ensure the both parties and their children receive the support that is needed in life.,Marriage makes people happy,-1,0
We should abandon marriage,marriage helps to ensure the both parties and their children receive the support that is needed in life.,Marriage makes the couple closer,-1,0
We should abandon marriage,marriage helps to ensure the both parties and their children receive the support that is needed in life.,Marriage provides important financial benefits,-1,0
We should abandon marriage,marriage in an obsolete institution that legally entangles people and does not let them free without incuring costs.,Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,marriage in an obsolete institution that legally entangles people and does not let them free without incuring costs.,Marriages are unstable,1,0
We should abandon marriage,marriage in an obsolete institution that legally entangles people and does not let them free without incuring costs.,Marriages tie up people with unfair obligations,1,1
We should abandon marriage,marriage in an obsolete institution that legally entangles people and does not let them free without incuring costs.,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,"marriage is a contract assumed for life so when it fails, add to one or both parties in a state of depression and makes separation more traumatic",Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,"marriage is a contract assumed for life so when it fails, add to one or both parties in a state of depression and makes separation more traumatic",Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,marriage is a dated institution that unfairly benefits the patriarchy.,Marriage preserves norms that are harmful for women,1,1
We should abandon marriage,marriage is a dated institution that unfairly benefits the patriarchy.,Marriages are unstable,1,0
We should abandon marriage,marriage is a dated institution that unfairly benefits the patriarchy.,Marriages tie up people with unfair obligations,1,0
We should abandon marriage,marriage is a dated institution that unfairly benefits the patriarchy.,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,marriage is a dream for so many people. there's no reason to abandon that dream.,Marriage benefits children,-1,0
We should abandon marriage,marriage is a dream for so many people. there's no reason to abandon that dream.,Marriage makes the couple closer,-1,0
We should abandon marriage,marriage is a dream for so many people. there's no reason to abandon that dream.,Marriage provides important financial benefits,-1,0
We should abandon marriage,marriage is a form of institutionalized slavery,Marriages are unstable,1,0
We should abandon marriage,marriage is a form of institutionalized slavery,Marriages tie up people with unfair obligations,1,0
We should abandon marriage,marriage is a form of institutionalized slavery,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,marriage is a legal relationship so you can claim certain benefits and get inheritance when your loved ones dies.,Marriage benefits children,-1,0
We should abandon marriage,marriage is a legal relationship so you can claim certain benefits and get inheritance when your loved ones dies.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
We should abandon marriage,marriage is a legal relationship so you can claim certain benefits and get inheritance when your loved ones dies.,Marriage makes people happy,-1,0
We should abandon marriage,marriage is a legal relationship so you can claim certain benefits and get inheritance when your loved ones dies.,Marriage makes the couple closer,-1,0
We should abandon marriage,marriage is a legal relationship so you can claim certain benefits and get inheritance when your loved ones dies.,Marriage provides important financial benefits,-1,1
We should abandon marriage,marriage is a milestone and a benchmark of commitment and family for man people. we cannot just remove that right,Marriage benefits children,-1,0
We should abandon marriage,marriage is a milestone and a benchmark of commitment and family for man people. we cannot just remove that right,Marriage makes people happy,-1,0
We should abandon marriage,marriage is a milestone and a benchmark of commitment and family for man people. we cannot just remove that right,Marriage makes the couple closer,-1,0
We should abandon marriage,marriage is a milestone and a benchmark of commitment and family for man people. we cannot just remove that right,Marriage provides important financial benefits,-1,0
We should abandon marriage,marriage is a needed contract that happens when two people decide to combine their lives and all parts of it.,Marriage benefits children,-1,0
We should abandon marriage,marriage is a needed contract that happens when two people decide to combine their lives and all parts of it.,Marriage makes people happy,-1,0
We should abandon marriage,marriage is a needed contract that happens when two people decide to combine their lives and all parts of it.,Marriage provides important financial benefits,-1,0
We should abandon marriage,marriage is a outdated tradition that is no longer relevant in the modern era.,Marriage preserves norms that are harmful for women,1,0
We should abandon marriage,marriage is a outdated tradition that is no longer relevant in the modern era.,Marriages are unstable,1,0
We should abandon marriage,marriage is a outdated tradition that is no longer relevant in the modern era.,Marriages tie up people with unfair obligations,1,0
We should abandon marriage,marriage is a outdated tradition that is no longer relevant in the modern era.,Most of the advantages of marriage are achieved by a monogamous relationship,1,0
We should abandon marriage,marriage is a personal choice and should not be abandoned,Marriage benefits children,-1,0
We should abandon marriage,marriage is a personal choice and should not be abandoned,Marriage makes people happy,-1,0
We should abandon marriage,marriage is a personal choice and should not be abandoned,Marriage makes the couple closer,-1,0
We should abandon marriage,marriage is a personal choice and should not be abandoned,Marriage provides important financial benefits,-1,0
We should abandon marriage,"marriage is a sacred act in many religions. there's no reason to abandon it completely. don't want to get married, don't do. abandonment is not the answer.",Marriage benefits children,-1,0
We should abandon marriage,"marriage is a sacred act in many religions. there's no reason to abandon it completely. don't want to get married, don't do. abandonment is not the answer.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,"marriage is a sacred act in many religions. there's no reason to abandon it completely. don't want to get married, don't do. abandonment is not the answer.",Marriage makes people happy,-1,0
We should abandon marriage,"marriage is a sacred act in many religions. there's no reason to abandon it completely. don't want to get married, don't do. abandonment is not the answer.",Marriage makes the couple closer,-1,0
We should abandon marriage,"marriage is a sacred act in many religions. there's no reason to abandon it completely. don't want to get married, don't do. abandonment is not the answer.",Marriage provides important financial benefits,-1,0
We should abandon marriage,marriage is a sacred act in several religions and abandoning it removes that from them. we can't do that.,Marriage benefits children,-1,0
We should abandon marriage,marriage is a sacred act in several religions and abandoning it removes that from them. we can't do that.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is a sacred act in several religions and abandoning it removes that from them. we can't do that.,Marriage makes people happy,-1,0
We should abandon marriage,marriage is a sacred act in several religions and abandoning it removes that from them. we can't do that.,Marriage makes the couple closer,-1,0
